area_type,availability,location,size,total_sqft,bath,balcony,price,ready_to_move,bedrooms
Plot  Area,Ready To Move,koramangala,5 BHK,4000.0,5,0,80000000.0,1,5
Super built-up  Area,Ready To Move,hoskote,3 BHK,1395.0,2,2,6300000.0,1,3
Super built-up  Area,21-Dec,hoodi,1 BHK,711.0,1,0,4265000.0,0,1
Super built-up  Area,18-Apr,electronic city,1 BHK,630.0,1,1,4050000.0,0,1
Super built-up  Area,Ready To Move,ms pallya,4 BHK,2400.0,4,1,8800000.0,1,4
Super built-up  Area,Ready To Move,gottigere,2 BHK,1170.0,2,2,4000000.0,1,2
Super built-up  Area,Ready To Move,marathahalli,4 BHK,2500.0,5,2,18100000.0,1,4
Super built-up  Area,Ready To Move,gubbalala,2 BHK,1100.0,2,2,4950000.0,1,2
Super built-up  Area,18-Mar,hulimavu,4 BHK,3560.0,5,3,31800000.0,0,4
Plot  Area,Ready To Move,margondanahalli,2 BHK,900.0,2,0,5500000.0,1,2
Built-up  Area,18-Dec,bommasandra industrial area,2 BHK,1160.0,2,1,3351000.0,0,2
Super built-up  Area,18-Jan,varthur,2 BHK,1180.0,2,2,5500000.0,0,2
Super built-up  Area,21-Jan,tumkur road,3 BHK,1441.0,2,1,9500000.0,0,3
Super built-up  Area,Ready To Move,channasandra layout,2 BHK,1115.0,2,1,5000000.0,1,2
Super built-up  Area,Ready To Move,yeshwanthpur,3 BHK,1825.0,3,2,14500000.0,1,3
Carpet  Area,Ready To Move,challaghatta,2 BHK,1489.0,2,0,10100000.0,1,2
Super built-up  Area,Ready To Move,defence colony,4 BHK,2800.0,4,3,36500000.0,1,4
Super built-up  Area,Ready To Move,subramanyapura,3 BHK,1278.0,3,2,6271000.0,1,3
Super built-up  Area,Ready To Move,subramanyapura,3 BHK,1223.0,2,2,4281000.0,1,3
Super built-up  Area,Ready To Move,hormavu,2 BHK,1065.0,2,1,5092000.0,1,2
Super built-up  Area,Ready To Move,whitefield,2 BHK,1190.0,2,1,6400000.0,1,2
Super built-up  Area,22-Jun,koramangala,2 BHK,1130.0,2,2,6300000.0,0,2
Super built-up  Area,18-Apr,banashankari,2 BHK,1430.0,2,2,8780000.0,0,2
Built-up  Area,Ready To Move,hrbr layout,4 BHK,1900.0,3,1,9000000.0,1,4
Super built-up  Area,Ready To Move,sarjapur  road,2 BHK,1104.0,2,1,3422000.0,1,2
Super built-up  Area,Ready To Move,begur road,2 BHK,1240.0,2,2,4588000.0,1,2
Built-up  Area,Ready To Move,choodasandra,2 BHK,1140.0,2,2,6200000.0,1,2
Super built-up  Area,Ready To Move,haralur road,2 BHK,1194.0,2,2,4700000.0,1,2
Super built-up  Area,Ready To Move,kudlu main road,3 BHK,1464.0,3,2,5600000.0,1,3
Super built-up  Area,Ready To Move,sarjapur,4 BHK,3508.0,6,2,42500000.0,1,4
Super built-up  Area,Ready To Move,kr puram,3 BHK,1700.0,3,3,10500000.0,1,3
Super built-up  Area,18-Dec,old airport road,4 BHK,2658.0,5,3,18900000.0,0,4
Super built-up  Area,Ready To Move,canara bank colony,3 BHK,1600.0,2,1,9000000.0,1,3
Super built-up  Area,Ready To Move,ombr layout,4 BHK,3400.0,4,2,27500000.0,1,4
Super built-up  Area,18-Apr,reliaable tranquil layout,3 BHK,1508.0,3,1,7500000.0,0,3
Built-up  Area,18-Jan,balagere,1 BHK,645.0,1,1,4100000.0,0,1
Super built-up  Area,Ready To Move,hormavu,2 BHK,1046.0,2,1,6000000.0,1,2
Built-up  Area,Ready To Move,5th block jayanagar,1 BHK,1500.0,1,1,30000000.0,1,1
Built-up  Area,Ready To Move,mahalakshmi puram,6 BHK,3000.0,6,3,30000000.0,1,6
Super built-up  Area,18-May,hosa road,2 BHK,1079.0,2,1,3236999.9999999995,0,2
Super built-up  Area,Ready To Move,thubarahalli,2 BHK,975.0,2,1,5000000.0,1,2
Built-up  Area,Ready To Move,isro layout,2 BHK,1050.0,2,1,5100000.0,1,2
Super built-up  Area,Ready To Move,"jayanagar,",3 BHK,1903.0,3,2,16500000.0,1,3
Built-up  Area,Ready To Move,bommenahalli,3 BHK,26460.0,3,1,23200000.0,1,3
Super built-up  Area,Ready To Move,asthagrama layout,2 BHK,1200.0,2,2,3800000.0,1,2
Super built-up  Area,Ready To Move,avalahalli,4 BHK,2996.0,4,3,20000000.0,1,4
Plot  Area,Ready To Move,whitefield,4 BHK,2000.0,4,1,31200000.0,1,4
Plot  Area,Ready To Move,jigani,4 BHK,1453.0,4,1,16000000.0,1,4
Super built-up  Area,Ready To Move,parappana agrahara,2 BHK,1092.0,2,2,4300000.0,1,2
Super built-up  Area,Ready To Move,hormavu,2 BHK,1400.0,2,0,7500000.0,1,2
Super built-up  Area,Ready To Move,bommanahalli,3 BHK,1416.0,2,1,8500000.0,1,3
Built-up  Area,Ready To Move,iti layout,3 BHK,1602.0,2,1,7500000.0,1,3
Super built-up  Area,Ready To Move,electronic city,2 BHK,1100.0,2,1,4100000.0,1,2
Super built-up  Area,Ready To Move,marathahalli,4 BHK,3800.0,4,3,23500000.0,1,4
Super built-up  Area,Ready To Move,vasanthapura,2 BHK,1037.0,2,1,3628000.0,1,2
Super built-up  Area,Ready To Move,yeshwanthpur,3 BHK,1384.0,2,2,7618000.000000001,1,3
Super built-up  Area,22-Jan,vajarahalli,1 BHK,551.0,1,1,3000000.0,0,1
Plot  Area,Ready To Move,7th phase jp nagar,1 BHK,500.0,1,0,7000000.0,1,1
Super built-up  Area,18-Apr,sarjapur,2 BHK,900.0,2,2,2798000.0,0,2
Plot  Area,Ready To Move,anandapura,3 BHK,1415.0,2,1,7400000.0,1,3
Super built-up  Area,18-Mar,rajarajesheari nagar,2 BHK,1400.0,2,1,4480000.0,0,2
Built-up  Area,Ready To Move,millers road,3 BHK,2850.0,4,3,46000000.0,1,3
Built-up  Area,Ready To Move,kudlu,2 BHK,1030.0,2,2,7500000.0,1,2
Built-up  Area,Ready To Move,kambipura,2 BHK,883.0,2,1,3900000.0,1,2
Super built-up  Area,Ready To Move,celebrity paradise layout,1 BHK,550.0,1,1,1600000.0,1,1
Super built-up  Area,Ready To Move,anjanapura,4 BHK,1800.0,4,2,5500000.0,1,4
Super built-up  Area,Ready To Move,old madras road,2 BHK,1210.0,2,1,7700000.0,1,2
Plot  Area,Ready To Move,vishveshwarya layout,4 BHK,2000.0,3,0,9000000.0,1,4
Super built-up  Area,21-Oct,kanakpura road,3 BHK,1100.0,3,1,5800000.0,0,3
Super built-up  Area,Ready To Move,lavakusha nagar,3 BHK,1780.0,3,1,10000000.0,1,3
Built-up  Area,Ready To Move,panathur,2 BHK,1050.0,2,2,6000000.0,1,2
Super built-up  Area,Ready To Move,hosur road,3 BHK,1370.0,3,3,3836000.0,1,3
Super built-up  Area,Ready To Move,marathahalli,4 BHK,3951.0,4,3,23000000.0,1,4
Super built-up  Area,Ready To Move,bellandur,3 BHK,2500.0,4,2,11200000.0,1,3
Built-up  Area,Ready To Move,sri venkateshpura layout,2 BHK,1050.0,2,1,4950000.0,1,2
Super built-up  Area,Ready To Move,anjanapura,3 BHK,1843.0,3,1,8754000.0,1,3
Plot  Area,Ready To Move,3rd block banashankari,4 BHK,1200.0,4,1,17500000.0,1,4
Super built-up  Area,Ready To Move,somasundara palya,2 BHK,1186.0,2,1,7600000.0,1,2
Super built-up  Area,18-Aug,haralur road,1 BHK,560.0,1,1,4500000.0,0,1
Super built-up  Area,Ready To Move,narayanapura,3 BHK,2357.0,3,2,13500000.0,1,3
Plot  Area,Ready To Move,mahalakshmi layout,4 BHK,1200.0,3,1,16000000.0,1,4
Super built-up  Area,20-Jan,yelahanka,3 BHK,1823.0,3,2,10300000.0,0,3
Built-up  Area,Ready To Move,rajasree layout,3 BHK,1310.0,3,3,9000000.0,1,3
Super built-up  Area,Ready To Move,varthur,3 BHK,1520.0,2,2,6000000.0,1,3
Super built-up  Area,18-Jul,bhoganhalli,3 BHK,1610.0,3,1,7403000.0,0,3
Plot  Area,18-Aug,whitefield,3 BHK,1500.0,3,1,7856999.999999999,0,3
Super built-up  Area,Ready To Move,lb shastri nagar,3 BHK,1400.0,2,2,8000000.0,1,3
Super built-up  Area,Ready To Move,hrbr layout,3 BHK,1625.0,3,2,12000000.0,1,3
Plot  Area,Ready To Move,chikkalasandra,5 BHK,1500.0,5,3,26500000.0,1,5
Built-up  Area,Ready To Move,hessarghatta,2 BHK,900.0,2,1,2400000.0,1,2
Built-up  Area,Ready To Move,talaghattapura,2 BHK,1100.0,2,0,3200000.0,1,2
Super built-up  Area,Ready To Move,bannerghatta road,2 BHK,1000.0,2,1,5000000.0,1,2
Super built-up  Area,18-Dec,old airport road,4 BHK,2774.0,4,3,19700000.0,0,4
Super built-up  Area,Ready To Move,yeshwanthpur,1 BHK,994.0,2,0,5467000.0,1,1
Super built-up  Area,Ready To Move,kaggadasapura,3 BHK,1455.0,3,3,7500000.0,1,3
Built-up  Area,Ready To Move,lakshminarayana pura,2 BHK,1172.0,2,1,7500000.0,1,2
Super built-up  Area,Ready To Move,hennur,3 BHK,1935.0,3,2,10200000.0,1,3
Super built-up  Area,Ready To Move,rachenahalli,3 BHK,1856.0,3,3,10600000.0,1,3
Super built-up  Area,Ready To Move,old airport road,3 BHK,2392.0,3,2,24900000.0,1,3
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,900.0,2,2,3500000.0,1,2
Built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,1757.0,3,3,9800000.0,1,3
Super built-up  Area,Ready To Move,kudlu,2 BHK,1027.0,2,2,4400000.0,1,2
Super built-up  Area,Ready To Move,whitefield,3 BHK,1626.0,3,3,8500000.0,1,3
Super built-up  Area,Ready To Move,dr shivarama karantha nagar,2 BHK,1200.0,2,1,5400000.0,1,2
Super built-up  Area,19-Dec,hoodi,3 BHK,1559.0,3,1,8155000.0,0,3
Super built-up  Area,Ready To Move,amruthahalli,2 BHK,1190.0,2,2,5000000.0,1,2
Super built-up  Area,Ready To Move,kr puram,2 BHK,1200.0,2,1,7200000.0,1,2
Super built-up  Area,Ready To Move,harlur,2 BHK,1174.0,2,1,7400000.0,1,2
Built-up  Area,Ready To Move,kanakpura road,2 BHK,1140.0,2,1,6500000.0,1,2
Built-up  Area,Ready To Move,vibuthipura,3 BHK,1603.0,2,0,12500000.0,1,3
Super built-up  Area,Ready To Move,subramanyapura,3 BHK,1278.0,3,2,7000000.0,1,3
Super built-up  Area,Ready To Move,banashankari stage iii,2 BHK,1085.0,2,1,5000000.0,1,2
Super built-up  Area,19-Jun,whitefield,2 BHK,1195.0,2,1,6136000.0,0,2
Plot  Area,Ready To Move,kamakshipalya,1 BHK,450.0,1,0,3000000.0,1,1
Super built-up  Area,19-Jan,rajaji nagar,4 BHK,6500.0,5,2,140000000.0,0,4
Super built-up  Area,Ready To Move,attibele,1 BHK,550.0,1,1,1150000.0,1,1
Super built-up  Area,Ready To Move,kenchenahalli,2 BHK,1165.0,2,2,4500000.0,1,2
Super built-up  Area,Ready To Move,1st stage indira nagar,4 BHK,3000.0,4,2,30100000.0,1,4
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1452.0,3,3,6000000.0,1,3
Super built-up  Area,18-Jan,sarjapur  road,1 BHK,702.0,1,1,5200000.0,0,1
Super built-up  Area,Ready To Move,banashankari,2 BHK,1020.0,2,1,4283000.0,1,2
Super built-up  Area,18-May,devanahalli,2 BHK,1340.0,2,1,6500000.0,0,2
Super built-up  Area,18-Apr,marathahalli,2 BHK,1125.0,2,1,5480000.0,0,2
Super built-up  Area,Ready To Move,jcr layout,2 BHK,1160.0,2,1,4053000.0,1,2
Built-up  Area,Ready To Move,vidyaranyapura,2 BHK,1050.0,2,1,5000000.0,1,2
Super built-up  Area,19-Dec,jp nagar,3 BHK,1960.0,3,1,13800000.0,0,3
Built-up  Area,Ready To Move,ganga nagar,2 BHK,1200.0,3,2,5200000.0,1,2
Plot  Area,Ready To Move,judicial layout,3 BHK,1200.0,4,1,22000000.0,1,3
Super built-up  Area,Ready To Move,electronic city,2 BHK,975.0,2,1,3200000.0,1,2
Super built-up  Area,Ready To Move,kudlu,3 BHK,1700.0,3,3,12500000.0,1,3
Built-up  Area,Ready To Move,8th phase jp nagar,4 BHK,1800.0,4,0,23000000.0,1,4
Built-up  Area,Ready To Move,brooke bond first cross,2 BHK,1275.0,2,3,6900000.0,1,2
Built-up  Area,Ready To Move,yeshwanthpur,1 BHK,650.0,1,0,4000000.0,1,1
Super built-up  Area,Ready To Move,kasavanhalli,2 BHK,1495.0,2,2,11000000.0,1,2
Super built-up  Area,Ready To Move,hebbal,2 BHK,1200.0,2,2,4800000.0,1,2
Plot  Area,Ready To Move,sarjapura - attibele road,5 BHK,3750.0,6,2,29500000.0,1,5
Super built-up  Area,19-Mar,hennur road,3 BHK,1679.0,3,2,9486000.0,0,3
Super built-up  Area,Ready To Move,kaval byrasandra,3 BHK,1450.0,3,2,7500000.0,1,3
Super built-up  Area,18-Nov,balagere,2 BHK,1210.0,2,1,8200000.0,0,2
Super built-up  Area,18-May,dwaraka nagar,3 BHK,1300.0,2,1,5100000.0,0,3
Super built-up  Area,Ready To Move,judicial layout,2 BHK,1165.0,2,1,4961000.0,1,2
Super built-up  Area,Ready To Move,keshava nagar,3 BHK,1623.0,3,3,15500000.0,1,3
Super built-up  Area,Ready To Move,channasandra,2 BHK,1115.0,2,1,3579999.9999999995,1,2
Super built-up  Area,Ready To Move,btm layout,1 BHK,450.0,1,1,2000000.0,1,1
Super built-up  Area,18-Apr,electronics city phase 1,2 BHK,1170.0,2,1,6200000.0,0,2
Built-up  Area,Ready To Move,kr puram,4 BHK,2065.0,4,0,24800000.0,1,4
Built-up  Area,Ready To Move,marathahalli,3 BHK,1700.0,3,2,12600000.0,1,3
Super built-up  Area,Ready To Move,malleshpalya,2 BHK,1245.0,2,1,5500000.0,1,2
Built-up  Area,19-Dec,kanakapura,2 BHK,1017.0,2,1,6600000.0,0,2
Super built-up  Area,18-Mar,sarjapur  road,2 BHK,1242.0,2,1,7500000.0,0,2
Super built-up  Area,18-Mar,yelahanka,3 BHK,1792.0,3,1,10400000.0,0,3
Super built-up  Area,18-Aug,garebhavipalya,3 BHK,1275.0,3,2,5500000.0,0,3
Plot  Area,Ready To Move,7th block jayanagar,3 BHK,2400.0,3,0,40800000.0,1,3
Super built-up  Area,Ready To Move,electronic city,1 BHK,605.0,1,1,2200000.0,1,1
Plot  Area,Ready To Move,hbr layout,4 BHK,1200.0,4,2,11500000.0,1,4
Super built-up  Area,18-Dec,electronics city phase 1,3 BHK,1450.0,3,2,7900000.0,0,3
Plot  Area,Ready To Move,bommenahalli,3 BHK,1232.0,3,1,9600000.0,1,3
Plot  Area,Ready To Move,laggere,5 BHK,1800.0,5,0,7000000.0,1,5
Built-up  Area,Ready To Move,sidedahalli,1 BHK,900.0,1,1,5230000.0,1,1
Super built-up  Area,Ready To Move,kaggadasapura,2 BHK,1200.0,2,2,4000000.0,1,2
Super built-up  Area,18-Aug,uttarahalli,2 BHK,1065.0,2,1,4260000.0,0,2
Super built-up  Area,Ready To Move,ags layout,2 BHK,1075.0,2,1,4838000.0,1,2
Super built-up  Area,Ready To Move,lake city,2 BHK,780.0,2,1,3100000.0,1,2
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1070.0,2,1,4279000.0,1,2
Super built-up  Area,Ready To Move,haralur road,3 BHK,1464.0,3,2,5600000.0,1,3
Super built-up  Area,18-Oct,ramagondanahalli,3 BHK,1910.0,3,2,15000000.0,0,3
Built-up  Area,Ready To Move,cox town,2 BHK,1280.0,2,1,12000000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,1530.0,3,2,6400000.0,1,3
Built-up  Area,Ready To Move,bhoganhalli,4 BHK,2439.0,5,2,17000000.0,1,4
Super built-up  Area,Ready To Move,varsova layout,2 BHK,1088.0,2,2,4350000.0,1,2
Super built-up  Area,Ready To Move,harlur,2 BHK,1174.0,2,1,7800000.0,1,2
Super built-up  Area,18-Dec,raja rajeshwari nagar,3 BHK,1587.0,3,1,7380000.0,0,3
Built-up  Area,Ready To Move,kaggadasapura,2 BHK,1045.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,yelahanka,2 BHK,1304.0,2,1,6997000.0,1,2
Super built-up  Area,Ready To Move,whitefield,2 BHK,1100.0,2,2,6500000.0,1,2
Super built-up  Area,18-May,hennur road,3 BHK,1482.0,2,1,6890000.000000001,0,3
Built-up  Area,18-Mar,devanahalli,3 BHK,2125.0,3,1,10700000.0,0,3
Super built-up  Area,Ready To Move,parappana agrahara,2 BHK,1194.0,2,2,4500000.0,1,2
Super built-up  Area,Ready To Move,kengeri,2 BHK,1200.0,2,3,4200000.0,1,2
Super built-up  Area,Ready To Move,volagerekallahalli,2 BHK,1070.0,2,2,3299000.0,1,2
Super built-up  Area,Ready To Move,whitefield,2 BHK,1100.0,2,1,4650000.0,1,2
Built-up  Area,Ready To Move,whitefield,3 BHK,1270.0,2,2,6500000.0,1,3
Super built-up  Area,Ready To Move,marasandra,2 BHK,1000.0,2,1,3100000.0,1,2
Super built-up  Area,Ready To Move,vittasandra,2 BHK,1246.0,2,1,6900000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,1529.0,3,3,5177000.0,1,3
Super built-up  Area,Ready To Move,thanisandra,2 BHK,1185.0,2,2,4200000.0,1,2
Super built-up  Area,Ready To Move,gubbalala,2 BHK,1060.0,2,1,4600000.0,1,2
Super built-up  Area,Ready To Move,ananth nagar,3 BHK,1319.0,3,1,3775000.0,1,3
Super built-up  Area,Ready To Move,kaikondrahalli,2 BHK,991.0,2,0,6400000.0,1,2
Super built-up  Area,Ready To Move,thanisandra,1 BHK,662.0,1,0,3800000.0,1,1
Built-up  Area,Ready To Move,nandini layout,2 BHK,1200.0,2,1,11000000.0,1,2
Plot  Area,18-Apr,tc.palya,3 BHK,1400.0,2,1,7800000.0,0,3
Super built-up  Area,Ready To Move,talaghattapura,3 BHK,1575.0,3,2,8000000.0,1,3
Plot  Area,Ready To Move,hosakerehalli,2 BHK,600.0,2,0,6500000.0,1,2
Super built-up  Area,Ready To Move,ananth nagar,3 BHK,1319.0,3,1,4200000.0,1,3
Plot  Area,Ready To Move,brookefield,3 BHK,2000.0,3,2,30000000.0,1,3
Super built-up  Area,Ready To Move,electronics city phase 1,2 BHK,940.0,2,1,4800000.0,1,2
Built-up  Area,Ready To Move,singasandra,1 BHK,600.0,1,0,4500000.0,1,1
Super built-up  Area,18-Sep,chandapura,2 BHK,985.0,2,1,2512000.0,0,2
Super built-up  Area,Ready To Move,bharathi nagar,2 BHK,1349.0,2,2,5670000.0,1,2
Built-up  Area,18-Jun,whitefield,3 BHK,3117.0,3,2,26100000.0,0,3
Super built-up  Area,Ready To Move,hsr layout,3 BHK,1844.0,3,3,9500000.0,1,3
Super built-up  Area,Ready To Move,thigalarapalya,3 BHK,1830.0,4,2,15000000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,2275.0,4,2,18500000.0,1,3
Super built-up  Area,18-Aug,varthur road,2 BHK,1140.0,2,2,4911000.0,0,2
Plot  Area,Ready To Move,banjara layout,3 BHK,900.0,3,1,7900000.0,1,3
Super built-up  Area,Ready To Move,jaya mahal layout,3 BHK,2648.0,3,3,23800000.0,1,3
Super built-up  Area,Ready To Move,banashankari,3 BHK,1372.0,2,2,4802000.0,1,3
Built-up  Area,Ready To Move,sanne amanikere,3 BHK,1455.0,2,1,4500000.0,1,3
Super built-up  Area,Ready To Move,hebbal,2 BHK,1100.0,2,2,3800000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1295.0,2,1,5547000.0,1,2
Super built-up  Area,22-Jan,vajarahalli,3 BHK,1475.0,3,1,8000000.0,0,3
Super built-up  Area,18-Apr,nagavarapalya,3 BHK,1788.0,3,1,16400000.0,0,3
Super built-up  Area,Ready To Move,haralur road,2 BHK,1243.0,2,1,4600000.0,1,2
Super built-up  Area,Ready To Move,yeshwanthpur,3 BHK,1855.0,3,3,14000000.0,1,3
Super built-up  Area,18-Aug,kudlu gate,3 BHK,1850.0,3,2,12000000.0,0,3
Super built-up  Area,Ready To Move,marathahalli,3 BHK,1315.0,2,2,6000000.0,1,3
Super built-up  Area,18-May,whitefield,2 BHK,1216.0,2,1,7300000.0,0,2
Super built-up  Area,Ready To Move,brooke bond first cross,3 BHK,1721.0,3,2,9300000.0,1,3
Super built-up  Area,17-Nov,sonnenahalli,2 BHK,1059.0,2,1,6200000.0,0,2
Built-up  Area,Ready To Move,kadubeesanahalli,2 BHK,1184.0,2,1,5500000.0,1,2
Super built-up  Area,Ready To Move,koramangala,3 BHK,2223.0,3,2,30000000.0,1,3
Built-up  Area,Ready To Move,kodbisanhalli,3 BHK,1480.0,3,2,7500000.0,1,3
Super built-up  Area,Ready To Move,kodigehalli,2 BHK,635.0,1,1,2800000.0,1,2
Plot  Area,Ready To Move,beml layout,2 BHK,2400.0,2,1,22800000.0,1,2
Built-up  Area,Ready To Move,jp nagar,4 BHK,1500.0,2,0,8700000.0,1,4
Super built-up  Area,18-May,hosa road,2 BHK,1143.0,2,1,3420000.0000000005,0,2
Plot  Area,Ready To Move,sarjapur  road,4 BHK,3200.0,4,1,35000000.0,1,4
Plot  Area,20-Jul,kanakpura road,4 BHK,3170.0,4,3,25000000.0,0,4
Built-up  Area,Ready To Move,vaishnavi layout,4 BHK,4800.0,4,3,42000000.0,1,4
Super built-up  Area,Ready To Move,kothannur,3 BHK,1485.0,2,2,5940000.0,1,3
Super built-up  Area,Ready To Move,rajaji nagar,3 BHK,1640.0,3,2,25100000.0,1,3
Super built-up  Area,Ready To Move,hennur,3 BHK,1655.0,2,1,7050000.0,1,3
Super built-up  Area,22-Jun,2nd phase judicial layout,2 BHK,900.0,2,2,4100000.0,0,2
Super built-up  Area,Ready To Move,somasundara palya,3 BHK,1600.0,3,3,6900000.0,1,3
Built-up  Area,Ready To Move,neelamangala,2 BHK,1163.0,2,2,6800000.0,1,2
Carpet  Area,Ready To Move,yelahanka new town,1 BHK,485.021334,2,1,1800000.0,1,1
Super built-up  Area,18-Apr,pragathi nagar,1 BHK,801.0,1,0,3364500.0000000005,0,1
Built-up  Area,Ready To Move,ngef layout,4 BHK,2100.0,3,1,100000000.0,1,4
Super built-up  Area,18-Jan,bellandur,3 BHK,1685.0,3,3,10100000.0,0,3
Built-up  Area,Ready To Move,banashankari,3 BHK,1540.0,3,3,8000000.0,1,3
Super built-up  Area,18-Jan,thanisandra,2 BHK,1265.0,2,1,7200000.0,0,2
Super built-up  Area,Ready To Move,kasavanhalli,3 BHK,1200.0,2,3,3840000.0,1,3
Built-up  Area,Ready To Move,amblipura,3 BHK,1300.0,2,1,8000000.0,1,3
Super built-up  Area,Ready To Move,sultan palaya,2 BHK,1009.0,2,1,6500000.0,1,2
Super built-up  Area,Ready To Move,ramamurthy nagar extension,3 BHK,1540.0,3,2,6500000.0,1,3
Built-up  Area,Ready To Move,bellandur,3 BHK,1735.0,3,3,10500000.0,1,3
Plot  Area,Ready To Move,hsr layout,4 BHK,2500.0,4,3,30000000.0,1,4
Super built-up  Area,Ready To Move,hosakerehalli,3 BHK,2480.0,4,1,26500000.0,1,3
Built-up  Area,Ready To Move,electronic city,2 BHK,1142.0,2,0,3500000.0,1,2
Super built-up  Area,18-May,doctors layout,3 BHK,1215.0,2,2,4680000.0,0,3
Super built-up  Area,Ready To Move,electronic city,2 BHK,1070.0,2,1,4800000.0,1,2
Super built-up  Area,18-May,electronic city phase ii,2 BHK,1125.0,2,1,3249000.0,0,2
Built-up  Area,18-Jul,bommasandra industrial area,2 BHK,1125.0,2,1,3249000.0,0,2
Super built-up  Area,Ready To Move,kasavanhalli,2 BHK,1575.0,2,3,8500000.0,1,2
Super built-up  Area,18-Dec,hosa road,2 BHK,1360.0,2,1,7761000.0,0,2
Super built-up  Area,Ready To Move,haralur road,3 BHK,1710.0,3,2,8500000.0,1,3
Super built-up  Area,18-May,electronic city phase ii,2 BHK,1200.0,2,1,3465000.0,0,2
Super built-up  Area,Ready To Move,bannerghatta road,4 BHK,2185.0,3,3,12000000.0,1,4
Built-up  Area,Ready To Move,bagalur,4 BHK,2400.0,4,3,13500000.0,1,4
Super built-up  Area,Ready To Move,banashankari,2 BHK,1195.0,2,1,3584000.0000000005,1,2
Super built-up  Area,Ready To Move,vittasandra,2 BHK,1246.0,2,1,6700000.0,1,2
Super built-up  Area,Ready To Move,bannerghatta road,2 BHK,1012.0,2,1,4500000.0,1,2
Super built-up  Area,Ready To Move,ganga nagar,2 BHK,998.0,2,2,6500000.0,1,2
Plot  Area,Ready To Move,doddaballapur,3 BHK,2400.0,3,1,25000000.0,1,3
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1130.0,2,2,8500000.0,1,2
Super built-up  Area,Ready To Move,koramangala,3 BHK,1744.0,4,1,21000000.0,1,3
Super built-up  Area,18-Jul,rajaji nagar,4 BHK,2733.0,5,2,25900000.0,0,4
Super built-up  Area,Ready To Move,karuna nagar,3 BHK,1354.0,2,1,9800000.0,1,3
Super built-up  Area,Ready To Move,brookefield,2 BHK,1389.0,2,2,9400000.0,1,2
Plot  Area,Ready To Move,sarjapur,4 BHK,2970.0,3,3,13000000.0,1,4
Super built-up  Area,Ready To Move,lakshminarayana pura,2 BHK,1172.0,2,2,7500000.0,1,2
Super built-up  Area,Ready To Move,kaggadasapura,3 BHK,1495.0,3,2,6000000.0,1,3
Super built-up  Area,Ready To Move,varthur,2 BHK,1738.0,2,1,5735000.0,1,2
Super built-up  Area,Ready To Move,dodda nekkundi,2 BHK,1315.0,2,2,5000000.0,1,2
Super built-up  Area,Ready To Move,marathahalli,2 BHK,1270.0,2,3,7300000.0,1,2
Super built-up  Area,18-May,electronic city phase ii,2 BHK,1160.0,2,1,5220000.0,0,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,1450.0,2,1,6700000.0,1,3
Built-up  Area,Ready To Move,rayasandra,1 BHK,470.0,1,1,2100000.0,1,1
Built-up  Area,Ready To Move,2nd phase jp nagar,2 BHK,1040.0,2,2,7800000.0,1,2
Super built-up  Area,Ready To Move,sarjapur,2 BHK,1205.0,2,2,2900000.0,1,2
Super built-up  Area,Ready To Move,ksrtc layout,3 BHK,1215.0,2,3,5000000.0,1,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1135.0,2,2,5800000.0,1,2
Super built-up  Area,Ready To Move,8th phase jp nagar,3 BHK,1224.0,2,2,4895000.0,1,3
Built-up  Area,Ready To Move,budigere,1 BHK,664.0,1,1,3400000.0,1,1
Super built-up  Area,Ready To Move,electronic city,3 BHK,1160.0,2,2,4200000.0,1,3
Plot  Area,Ready To Move,babusapalaya,2 BHK,1200.0,2,0,10500000.0,1,2
Built-up  Area,18-Aug,bommasandra industrial area,3 BHK,1220.0,2,1,3520000.0000000005,0,3
Super built-up  Area,Ready To Move,bharathi nagar,2 BHK,1328.0,2,2,6900000.0,1,2
Super built-up  Area,Ready To Move,bsm extension,2 BHK,975.0,2,2,4500000.0,1,2
Built-up  Area,Ready To Move,ambedkar colony,3 BHK,1907.0,2,1,20000000.0,1,3
Built-up  Area,Ready To Move,malleshwaram,2 BHK,900.0,2,1,7200000.0,1,2
Super built-up  Area,Ready To Move,banashankari 6th stage,2 BHK,1330.0,2,2,8000000.0,1,2
