area_type,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms,price_per_sqft
Plot  Area,whitefield,3010.0,3,2,20000000.0,1,3,6644.518272425249
Super built-up  Area,whitefield,1346.0,2,1,9617000.0,0,2,7144.873699851411
Super built-up  Area,whitefield,2500.0,4,3,15500000.0,1,4,6200.0
Built-up  Area,whitefield,905.0,1,1,5500000.0,0,1,6077.348066298343
Super built-up  Area,whitefield,2268.0,3,0,14600000.0,1,4,6437.389770723104
Plot  Area,whitefield,4500.0,4,2,37800000.0,0,4,8400.0
Super built-up  Area,whitefield,630.5,1,0,3279000.0,0,1,5200.634417129262
Super built-up  Area,whitefield,3537.0,5,3,21000000.0,1,4,5937.234944868533
Super built-up  Area,whitefield,1697.0,3,2,11500000.0,0,3,6776.664702416028
Built-up  Area,whitefield,3250.0,5,0,29000000.0,1,5,8923.076923076924
Super built-up  Area,whitefield,1269.0,2,1,7500000.0,0,2,5910.16548463357
Plot  Area,whitefield,3227.0,5,0,25000000.0,1,5,7747.133560582584
Super built-up  Area,whitefield,1545.0,3,2,7900000.0,1,3,5113.26860841424
Super built-up  Area,whitefield,3262.0,4,2,26000000.0,1,4,7970.570202329859
Super built-up  Area,whitefield,1132.0,2,1,7928000.0,0,2,7003.533568904593
Super built-up  Area,whitefield,2830.0,5,2,16000000.0,0,4,5653.7102473498235
Super built-up  Area,whitefield,1195.0,2,1,7000000.0,1,2,5857.740585774059
Super built-up  Area,whitefield,709.0,1,0,3438500.0,0,1,4849.788434414669
Super built-up  Area,whitefield,1320.0,2,3,7950000.0,1,2,6022.727272727273
Super built-up  Area,whitefield,750.0,2,1,5270000.0,0,2,7026.666666666667
Plot  Area,whitefield,1200.0,3,1,6196000.0,0,3,5163.333333333333
Plot  Area,whitefield,3445.0,5,3,27000000.0,1,4,7837.44557329463
Super built-up  Area,whitefield,1700.0,3,1,14000000.0,1,3,8235.29411764706
Built-up  Area,whitefield,4827.0,4,3,40000000.0,0,4,8286.720530350114
Super built-up  Area,whitefield,1405.0,2,2,8450000.0,1,2,6014.234875444839
Super built-up  Area,whitefield,3252.0,4,3,28000000.0,1,4,8610.086100861008
Super built-up  Area,whitefield,1150.0,2,2,9000000.0,1,2,7826.086956521739
Built-up  Area,whitefield,2400.0,4,3,14700000.0,0,4,6125.0
Built-up  Area,whitefield,624.0,1,1,3500000.0,0,1,5608.974358974359
Super built-up  Area,whitefield,1700.0,3,2,9500000.0,1,3,5588.235294117647
Plot  Area,whitefield,4960.0,4,3,40000000.0,1,4,8064.5161290322585
Built-up  Area,whitefield,2928.0,4,3,19800000.0,0,4,6762.295081967213
Super built-up  Area,whitefield,2700.0,5,2,17500000.0,0,3,6481.481481481482
Super built-up  Area,whitefield,1216.0,2,1,8400000.0,1,2,6907.894736842105
Super built-up  Area,whitefield,2882.0,5,1,20400000.0,0,4,7078.417765440666
Super built-up  Area,whitefield,1840.0,3,2,14000000.0,1,3,7608.695652173913
Super built-up  Area,whitefield,1778.0,3,2,12200000.0,0,3,6861.6422947131605
Super built-up  Area,whitefield,650.0,1,1,2500000.0,1,1,3846.153846153846
Super built-up  Area,whitefield,2155.0,3,3,12500000.0,1,4,5800.46403712297
Built-up  Area,whitefield,905.0,1,1,5200000.0,0,1,5745.85635359116
Super built-up  Area,whitefield,1216.0,2,1,7500000.0,0,2,6167.763157894737
Super built-up  Area,whitefield,1255.0,2,3,7700000.0,1,2,6135.4581673306775
Super built-up  Area,whitefield,1216.0,2,1,7300000.0,0,2,6003.289473684211
Super built-up  Area,whitefield,709.0,1,0,3473500.0,0,1,4899.153737658674
Super built-up  Area,whitefield,1745.0,3,3,10000000.0,1,3,5730.659025787965
Built-up  Area,whitefield,3200.0,4,3,22400000.0,0,4,7000.0
Super built-up  Area,whitefield,825.0,1,1,4490000.0,1,1,5442.424242424242
Super built-up  Area,whitefield,1870.0,3,2,13800000.0,0,3,7379.679144385027
Super built-up  Area,whitefield,1862.0,3,2,12500000.0,1,3,6713.211600429646
Super built-up  Area,whitefield,1655.0,3,1,11300000.0,0,3,6827.794561933535
Super built-up  Area,whitefield,530.0,1,1,2944000.0,1,1,5554.7169811320755
Super built-up  Area,whitefield,905.0,1,1,5000000.0,0,1,5524.861878453039
Super built-up  Area,whitefield,1600.0,3,2,8200000.0,0,3,5125.0
Plot  Area,whitefield,1230.0,4,2,8000000.0,0,4,6504.065040650406
Super built-up  Area,whitefield,630.5,1,0,3215000.0,0,1,5099.127676447264
Built-up  Area,whitefield,905.0,1,1,5200000.0,0,1,5745.85635359116
Super built-up  Area,whitefield,1216.0,2,1,8300000.0,1,2,6825.6578947368425
Super built-up  Area,whitefield,4075.0,5,3,22600000.0,1,4,5546.01226993865
Super built-up  Area,whitefield,1216.0,2,1,7500000.0,1,2,6167.763157894737
Super built-up  Area,whitefield,2856.0,5,0,15850000.0,0,4,5549.7198879551825
Super built-up  Area,whitefield,750.0,1,1,5100000.0,0,1,6800.0
Super built-up  Area,whitefield,1173.0,2,1,7700000.0,0,2,6564.364876385337
Plot  Area,whitefield,1200.0,3,1,6840000.000000001,0,3,5700.000000000001
Built-up  Area,whitefield,3425.0,5,2,25000000.0,1,4,7299.270072992701
Super built-up  Area,whitefield,2856.0,5,0,15750000.0,0,4,5514.705882352941
Super built-up  Area,whitefield,2173.0,3,2,12800000.0,0,3,5890.473999079613
Super built-up  Area,whitefield,905.0,1,1,6200000.0,0,1,6850.828729281768
Super built-up  Area,whitefield,1870.0,3,2,13800000.0,0,3,7379.679144385027
Super built-up  Area,whitefield,1320.0,2,1,9926000.0,0,2,7519.69696969697
Super built-up  Area,whitefield,2901.0,4,2,19000000.0,1,3,6549.465701482248
Super built-up  Area,whitefield,1485.0,2,1,9651000.0,0,2,6498.989898989899
Super built-up  Area,whitefield,1755.0,3,3,10100000.0,1,3,5754.985754985755
Super built-up  Area,whitefield,2225.0,3,1,14900000.0,1,3,6696.6292134831465
Super built-up  Area,whitefield,1250.0,2,2,8200000.0,1,2,6560.0
Super built-up  Area,whitefield,605.0,1,1,4000000.0,1,1,6611.570247933884
Built-up  Area,whitefield,2210.0,3,2,15600000.0,0,3,7058.823529411765
Super built-up  Area,whitefield,1173.0,2,1,7820000.0,0,2,6666.666666666667
Super built-up  Area,whitefield,1740.0,4,3,13000000.0,0,3,7471.264367816092
Super built-up  Area,whitefield,1216.0,2,1,7500000.0,0,2,6167.763157894737
Super built-up  Area,whitefield,1655.0,3,3,12000000.0,0,3,7250.755287009063
Super built-up  Area,whitefield,4003.0,6,3,30000000.0,0,4,7494.379215588308
Super built-up  Area,whitefield,1180.0,2,2,7000000.0,1,2,5932.203389830508
Super built-up  Area,whitefield,2023.0,4,2,13000000.0,1,3,6426.099851705388
Super built-up  Area,whitefield,2134.0,4,2,11800000.0,0,3,5529.522024367385
Super built-up  Area,whitefield,905.0,1,1,6000000.0,0,1,6629.834254143647
Built-up  Area,whitefield,2850.0,5,0,24000000.0,1,4,8421.052631578947
Super built-up  Area,whitefield,2830.0,5,3,19000000.0,0,4,6713.780918727915
Super built-up  Area,whitefield,1295.0,2,3,7850000.0,1,2,6061.776061776061
Super built-up  Area,whitefield,840.0,1,1,5760000.0,0,1,6857.142857142857
Super built-up  Area,whitefield,640.0,1,0,1983000.0,0,1,3098.4375
Built-up  Area,whitefield,1991.0,3,2,10400000.0,0,3,5223.505775991964
Built-up  Area,whitefield,1655.0,3,2,9700000.0,0,3,5861.027190332326
Super built-up  Area,whitefield,1850.0,3,2,15000000.0,1,3,8108.108108108108
Plot  Area,whitefield,1200.0,3,1,6777000.0,0,3,5647.5
Built-up  Area,whitefield,1290.0,2,0,9000000.0,1,2,6976.7441860465115
Super built-up  Area,whitefield,1216.0,2,1,7500000.0,0,2,6167.763157894737
Super built-up  Area,whitefield,1356.0,2,1,9484000.0,0,2,6994.100294985251
Super built-up  Area,whitefield,1338.0,2,1,10300000.0,0,2,7698.056801195815
Plot  Area,whitefield,3450.0,4,2,20800000.0,1,3,6028.985507246377
Super built-up  Area,whitefield,1267.0,2,1,9033000.0,1,2,7129.439621152328
Plot  Area,whitefield,2400.0,4,1,14300000.0,0,4,5958.333333333333
Super built-up  Area,whitefield,1836.0,3,2,12500000.0,1,3,6808.278867102396
Super built-up  Area,whitefield,3596.0,3,1,20000000.0,0,3,5561.735261401557
Built-up  Area,whitefield,1275.0,2,3,6500000.0,1,3,5098.0392156862745
Super built-up  Area,whitefield,1216.0,2,1,8200000.0,0,2,6743.421052631579
Super built-up  Area,whitefield,1495.0,3,3,8800000.0,1,2,5886.28762541806
Super built-up  Area,whitefield,1564.0,3,1,10300000.0,0,3,6585.677749360614
Super built-up  Area,whitefield,1585.0,3,1,8400000.0,1,3,5299.6845425867505
Built-up  Area,whitefield,1558.0,3,2,9000000.0,0,3,5776.636713735558
Super built-up  Area,whitefield,1216.0,2,1,7500000.0,0,2,6167.763157894737
Super built-up  Area,whitefield,1704.0,3,1,12000000.0,1,3,7042.2535211267605
Super built-up  Area,whitefield,1300.0,2,2,7800000.0,1,2,6000.0
Super built-up  Area,whitefield,1570.0,3,3,8800000.0,1,3,5605.095541401274
Super built-up  Area,whitefield,1216.0,2,1,8403000.0,0,2,6910.361842105263
Super built-up  Area,whitefield,1216.0,2,1,7250000.0,0,2,5962.171052631579
Super built-up  Area,whitefield,2025.0,4,2,11500000.0,1,3,5679.0123456790125
Super built-up  Area,whitefield,1346.0,2,1,10000000.0,0,3,7429.420505200595
Plot  Area,whitefield,2990.0,3,2,19800000.0,1,4,6622.0735785953175
Super built-up  Area,whitefield,1720.0,3,3,9897000.0,1,3,5754.069767441861
Super built-up  Area,whitefield,1600.0,3,2,9500000.0,1,3,5937.5
Super built-up  Area,whitefield,1655.0,3,1,10800000.0,1,3,6525.679758308157
Super built-up  Area,whitefield,1740.0,3,2,9500000.0,1,3,5459.770114942528
Super built-up  Area,whitefield,1350.0,2,1,8800000.0,0,2,6518.518518518518
Super built-up  Area,whitefield,1216.0,2,1,8000000.0,0,2,6578.9473684210525
Plot  Area,whitefield,2900.0,4,3,22500000.0,1,4,7758.620689655172
Super built-up  Area,whitefield,1340.0,2,1,10100000.0,0,2,7537.313432835821
Plot  Area,whitefield,1500.0,3,1,7856999.999999999,0,3,5237.999999999999
Super built-up  Area,whitefield,1626.0,3,3,8500000.0,1,3,5227.552275522755
Super built-up  Area,whitefield,1100.0,2,2,6500000.0,1,2,5909.090909090909
Built-up  Area,whitefield,1270.0,2,2,6500000.0,1,3,5118.110236220473
Built-up  Area,whitefield,3117.0,3,2,26100000.0,0,3,8373.435996150145
Super built-up  Area,whitefield,1216.0,2,1,7300000.0,0,2,6003.289473684211
Built-up  Area,whitefield,3150.0,3,1,29000000.0,0,3,9206.349206349207
Plot  Area,whitefield,3940.0,5,3,26500000.0,1,4,6725.888324873096
Super built-up  Area,whitefield,1180.0,2,1,7700000.0,0,2,6525.423728813559
Super built-up  Area,whitefield,2140.0,3,2,13900000.0,0,3,6495.327102803738
Super built-up  Area,whitefield,1314.0,2,1,8400000.0,0,2,6392.6940639269405
Super built-up  Area,whitefield,1431.0,3,2,8500000.0,1,3,5939.902166317261
Super built-up  Area,whitefield,524.0,1,1,2900000.0,0,1,5534.3511450381675
Built-up  Area,whitefield,2830.0,4,3,16100000.0,0,4,5689.04593639576
Super built-up  Area,whitefield,2135.0,3,2,14900000.0,1,4,6978.922716627635
Super built-up  Area,whitefield,3075.0,2,3,18800000.0,1,4,6113.821138211382
Super built-up  Area,whitefield,1760.0,3,2,16000000.0,1,3,9090.90909090909
Super built-up  Area,whitefield,1655.0,3,2,11000000.0,0,3,6646.525679758308
Super built-up  Area,whitefield,840.0,1,1,5700000.0,0,1,6785.714285714285
Super built-up  Area,whitefield,1725.0,3,2,10600000.0,1,3,6144.927536231884
Super built-up  Area,whitefield,516.0,1,1,3900000.0,1,1,7558.139534883721
Super built-up  Area,whitefield,1639.0,3,2,10700000.0,0,3,6528.370957901159
Built-up  Area,whitefield,1820.0,3,2,11300000.0,0,3,6208.791208791209
Built-up  Area,whitefield,3565.0,4,0,21800000.0,0,4,6115.007012622721
Super built-up  Area,whitefield,3410.0,5,3,25300000.0,0,4,7419.354838709677
Super built-up  Area,whitefield,1250.0,2,2,8500000.0,1,2,6800.0
Super built-up  Area,whitefield,1277.0,2,1,7700000.0,0,2,6029.757243539546
Super built-up  Area,whitefield,1820.0,3,2,14000000.0,1,3,7692.307692307692
Built-up  Area,whitefield,3453.0,4,2,24700000.0,1,4,7153.200115841298
Super built-up  Area,whitefield,2280.0,4,2,12500000.0,0,3,5482.456140350877
Super built-up  Area,whitefield,2882.0,5,1,20000000.0,0,4,6939.625260235947
Super built-up  Area,whitefield,1639.5,3,0,9263000.0,0,3,5649.893260140287
Super built-up  Area,whitefield,1190.0,2,1,7000000.0,1,2,5882.35294117647
Super built-up  Area,whitefield,1270.0,2,1,9400000.0,1,2,7401.574803149606
Super built-up  Area,whitefield,1220.0,2,1,8900000.0,1,2,7295.081967213115
Super built-up  Area,whitefield,3758.0,3,1,30000000.0,0,3,7982.969664715274
Built-up  Area,whitefield,1216.0,2,1,7200000.0,0,2,5921.0526315789475
Plot  Area,whitefield,5400.0,5,3,47500000.0,1,4,8796.296296296296
Super built-up  Area,whitefield,1396.0,3,1,7400000.0,0,3,5300.859598853868
Built-up  Area,whitefield,1615.0,3,0,9690000.0,1,3,6000.0
Super built-up  Area,whitefield,1200.0,2,3,7000000.0,1,2,5833.333333333333
Super built-up  Area,whitefield,1216.0,2,1,7500000.0,0,2,6167.763157894737
Super built-up  Area,whitefield,2321.0,4,1,15700000.0,0,3,6764.325721671693
Super built-up  Area,whitefield,1224.0,2,2,7500000.0,1,2,6127.450980392156
Super built-up  Area,whitefield,1655.0,3,2,11300000.0,0,3,6827.794561933535
Built-up  Area,whitefield,4144.0,5,1,33100000.0,1,5,7987.451737451737
Plot  Area,whitefield,1200.0,3,2,6775000.0,0,3,5645.833333333333
Built-up  Area,whitefield,1270.0,2,1,11000000.0,1,2,8661.417322834646
Super built-up  Area,whitefield,1660.0,3,1,11000000.0,1,3,6626.506024096386
Super built-up  Area,whitefield,1270.0,2,1,10500000.0,1,2,8267.71653543307
Super built-up  Area,whitefield,1173.0,2,1,7820000.0,0,2,6666.666666666667
Super built-up  Area,whitefield,1362.0,2,3,8500000.0,1,2,6240.822320117474
Super built-up  Area,whitefield,1457.0,2,2,10500000.0,1,3,7206.588881262869
Super built-up  Area,whitefield,1720.0,3,2,12800000.0,0,3,7441.860465116279
Super built-up  Area,whitefield,1564.0,3,1,10300000.0,0,3,6585.677749360614
Super built-up  Area,whitefield,1639.0,3,2,10700000.0,0,3,6528.370957901159
Super built-up  Area,whitefield,1760.0,3,2,13900000.0,1,3,7897.727272727273
Super built-up  Area,whitefield,613.0,1,1,4800000.0,0,1,7830.342577487765
Super built-up  Area,whitefield,1730.0,3,2,12500000.0,1,3,7225.43352601156
Super built-up  Area,whitefield,877.0,1,1,5900000.0,0,1,6727.480045610034
Super built-up  Area,yelachenahalli,1464.0,2,3,10500000.0,1,3,7172.131147540984
Super built-up  Area,yelachenahalli,2400.0,1,1,15000000.0,0,2,6250.0
Super built-up  Area,yelachenahalli,1700.0,3,2,13000000.0,1,3,7647.058823529412
Super built-up  Area,yelachenahalli,1080.0,2,2,5500000.0,1,2,5092.592592592592
Super built-up  Area,yelachenahalli,1400.0,2,3,7800000.0,1,2,5571.428571428572
Super built-up  Area,yelachenahalli,1330.0,3,3,7350000.0,1,3,5526.315789473684
Super built-up  Area,yelachenahalli,800.0,1,1,3000000.0,1,2,3750.0
Super built-up  Area,yelachenahalli,1100.0,2,2,6000000.0,1,2,5454.545454545455
Super built-up  Area,yelachenahalli,1365.0,2,1,7200000.0,1,3,5274.725274725275
Built-up  Area,yelachenahalli,1103.0,2,2,5500000.0,1,2,4986.400725294651
Super built-up  Area,yelachenahalli,1000.0,2,2,5000000.0,1,2,5000.0
Super built-up  Area,yelahanka,1326.0,2,2,7800000.0,0,2,5882.35294117647
Super built-up  Area,yelahanka,1705.0,3,2,9500000.0,1,3,5571.847507331378
Super built-up  Area,yelahanka,1234.0,2,2,8000000.0,1,2,6482.982171799027
Super built-up  Area,yelahanka,1315.0,2,2,8500000.0,1,2,6463.878326996198
Super built-up  Area,yelahanka,1170.0,2,1,6250000.0,1,2,5341.880341880342
Super built-up  Area,yelahanka,697.0,1,0,4500000.0,0,1,6456.241032998565
Built-up  Area,yelahanka,2195.0,4,2,12700000.0,1,3,5785.876993166287
Super built-up  Area,yelahanka,1614.0,3,2,9500000.0,1,3,5885.9975216852545
Super built-up  Area,yelahanka,628.0,1,1,2400000.0,1,1,3821.6560509554142
Super built-up  Area,yelahanka,654.0,1,1,3840000.0,1,1,5871.559633027523
Super built-up  Area,yelahanka,1825.0,3,1,10500000.0,0,3,5753.424657534247
Super built-up  Area,yelahanka,1603.0,3,2,9600000.0,1,3,5988.7710542732375
Super built-up  Area,yelahanka,1304.0,2,1,7900000.0,0,2,6058.2822085889575
Super built-up  Area,yelahanka,1517.0,3,2,7630000.0,0,3,5029.663810151615
Super built-up  Area,yelahanka,1327.0,2,3,8500000.0,1,2,6405.42577241899
Super built-up  Area,yelahanka,1566.0,3,2,9700000.0,1,3,6194.125159642401
Super built-up  Area,yelahanka,1270.0,2,2,7800000.0,1,2,6141.7322834645665
Super built-up  Area,yelahanka,1400.0,2,2,8054000.000000001,0,3,5752.857142857143
Super built-up  Area,yelahanka,1322.0,2,2,8600000.0,1,2,6505.295007564297
Super built-up  Area,yelahanka,1100.0,2,1,7000000.0,1,2,6363.636363636364
Plot  Area,yelahanka,1200.0,2,1,7000000.0,1,2,5833.333333333333
Built-up  Area,yelahanka,4000.0,5,2,22000000.0,1,5,5500.0
Plot  Area,yelahanka,2675.0,4,2,14000000.0,1,4,5233.644859813084
Super built-up  Area,yelahanka,654.0,1,1,3700000.0,0,1,5657.492354740061
Built-up  Area,yelahanka,1465.0,3,2,8001000.000000001,1,3,5461.433447098977
Super built-up  Area,yelahanka,1692.0,3,2,8300000.0,1,3,4905.437352245863
Super built-up  Area,yelahanka,2145.0,3,3,12500000.0,0,3,5827.505827505827
Super built-up  Area,yelahanka,1322.0,2,2,7500000.0,1,2,5673.2223903177
Super built-up  Area,yelahanka,602.0,1,1,2600000.0,0,1,4318.936877076412
Super built-up  Area,yelahanka,1100.0,2,1,6000000.0,1,2,5454.545454545455
Super built-up  Area,yelahanka,1614.0,2,1,10000000.0,1,3,6195.786864931846
Super built-up  Area,yelahanka,1890.0,3,2,10800000.0,0,3,5714.285714285715
Super built-up  Area,yelahanka,1556.0,3,2,8600000.0,1,3,5526.9922879177375
Super built-up  Area,yelahanka,1610.0,4,2,8500000.0,1,3,5279.503105590062
Super built-up  Area,yelahanka,1859.0,3,1,10800000.0,0,3,5809.575040344271
Super built-up  Area,yelahanka,1322.0,2,2,8000000.0,1,2,6051.437216338881
Super built-up  Area,yelahanka,2600.0,4,3,17500000.0,1,4,6730.7692307692305
Super built-up  Area,yelahanka,1305.0,2,1,7800000.0,1,2,5977.0114942528735
Super built-up  Area,yelahanka,1711.0,3,3,8561000.0,0,3,5003.506721215664
Built-up  Area,yelahanka,1315.0,2,3,7500000.0,1,2,5703.42205323194
Built-up  Area,yelahanka,3600.0,6,1,20000000.0,1,6,5555.555555555556
Super built-up  Area,yelahanka,1614.0,3,2,9500000.0,1,3,5885.9975216852545
Built-up  Area,yelahanka,1650.0,3,3,10500000.0,1,3,6363.636363636364
Built-up  Area,yelahanka,3990.0,4,1,26000000.0,1,4,6516.290726817043
Built-up  Area,yelahanka,1620.0,3,2,9000000.0,1,3,5555.555555555556
Super built-up  Area,yelahanka,654.0,1,1,3625000.0,0,1,5542.813455657492
Super built-up  Area,yelahanka,1614.0,3,2,9300000.0,1,3,5762.081784386617
Super built-up  Area,yelahanka,694.0,1,0,3084000.0,1,1,4443.804034582133
Super built-up  Area,yelahanka,1115.0,2,2,6000000.0,1,2,5381.165919282511
Super built-up  Area,yelahanka,2317.0,4,3,14000000.0,1,3,6042.296072507553
Super built-up  Area,yelahanka,1653.0,3,3,9300000.0,1,3,5626.134301270417
Super built-up  Area,yelahanka,654.0,1,1,3800000.0,1,1,5810.397553516819
Super built-up  Area,yelahanka,1445.0,2,2,8200000.0,1,2,5674.740484429066
Super built-up  Area,yelahanka,602.0,1,1,3800000.0,1,1,6312.292358803987
Super built-up  Area,yelahanka,697.0,1,1,3500000.0,1,1,5021.520803443329
Super built-up  Area,yelahanka,682.0,1,1,3623000.0,0,1,5312.316715542522
Built-up  Area,yelahanka,1560.0,2,2,9800000.0,1,3,6282.051282051282
Super built-up  Area,yelahanka,1780.0,3,2,10700000.0,1,3,6011.23595505618
Built-up  Area,yelahanka,1342.0,2,2,7500000.0,1,3,5588.673621460507
Super built-up  Area,yelahanka,1823.0,3,2,10300000.0,0,3,5650.027427317608
Super built-up  Area,yelahanka,1792.0,3,1,10400000.0,0,3,5803.571428571428
Super built-up  Area,yelahanka,1304.0,2,1,6997000.0,1,2,5365.79754601227
Super built-up  Area,yelahanka,1300.0,2,2,6923000.0,1,2,5325.384615384615
Super built-up  Area,yelahanka,1705.0,3,1,9100000.0,1,3,5337.243401759531
Super built-up  Area,yelahanka,1835.0,3,1,10800000.0,0,3,5885.558583106267
Built-up  Area,yelahanka,1847.0,3,3,9200000.0,0,3,4981.050351922036
Super built-up  Area,yelahanka,1890.0,3,2,10900000.0,0,3,5767.195767195767
Super built-up  Area,yelahanka,700.0,1,1,3800000.0,1,1,5428.571428571428
Super built-up  Area,yelahanka,1491.0,3,2,8500000.0,1,3,5700.871898054997
Built-up  Area,yelahanka,2088.0,5,0,11000000.0,1,4,5268.199233716475
Super built-up  Area,yelahanka,1600.0,3,3,10000000.0,1,3,6250.0
Super built-up  Area,yelahanka,1705.0,3,2,8500000.0,1,3,4985.337243401759
Built-up  Area,yelahanka,1350.0,2,3,8500000.0,1,3,6296.2962962962965
Built-up  Area,yelahanka,1633.0,3,2,11000000.0,1,3,6736.068585425597
Super built-up  Area,yelahanka,827.5,1,0,4253500.0,0,1,5140.181268882176
Super built-up  Area,yelahanka,1355.0,2,3,7500000.0,1,3,5535.055350553505
Super built-up  Area,yelahanka,1104.0,2,2,5800000.0,1,2,5253.623188405797
Super built-up  Area,yelahanka,1175.0,2,1,6777000.0,0,2,5767.659574468085
Super built-up  Area,yelahanka,1322.0,2,1,7790000.000000001,1,2,5892.586989409986
Built-up  Area,yelahanka,602.0,1,1,3300000.0,0,1,5481.72757475083
Super built-up  Area,yelahanka,1315.0,2,3,7700000.0,1,2,5855.513307984791
Built-up  Area,yelahanka,567.0,1,1,2500000.0,1,1,4409.171075837742
Super built-up  Area,yelahanka,602.0,2,1,3000000.0,0,1,4983.388704318937
Super built-up  Area,yelahanka,1234.0,2,2,8000000.0,1,2,6482.982171799027
Super built-up  Area,yelahanka,1267.0,3,1,7800000.0,1,2,6156.274664561957
Super built-up  Area,yelahanka,1360.0,2,1,7819000.0,0,2,5749.264705882353
